hash_par_vitima_suspeito,data_da_denuncia,denunciante,relacao_demandante_vitima,canal_de_atendimento,pais_de_origem_da_vitima,uf,estado,municipio,cenario_da_violacao,grupo_vulneravel,genero_da_vitima,idade_vitima,grau_instrucao_da_vitima,faixa_de_renda_da_vitima,raca_cor_da_vitima,deficiencia_vitima,genero_do_suspeito,idade_suspeito,grau_instrucao_do_suspeito,faixa_de_renda_do_suspeito,raca_cor_do_suspeito,deficiencia_suspeito,relacao_suspeito_x_vitima,denuncia_emergencial,nacionalidade_da_vitima,nacionalidade_do_suspeito,pais_de_origem_do_suspeito,etnia_da_vitima,etnia_do_suspeito,violacoes,motivacoes,agravantes,orientacao_sexual
C0BF2AE6A43FDB08B4197AEB12A6DD4C3209E8C9C69911A0A24BA21C44F8F638,17/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PA,Pará,Ananindeua,CASA DO SUSPEITO,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.AGRESSOR DESCONHECIDO,
8B8864FAFE86C2B43A5A0462AC4C63D6E4947C86F135929A7DB10D65284D8A0C,06/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,BA,Bahia,Anguera,CASA DO SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,80 anos ou mais,ANALFABETO,ATÉ 1 SALÁRIO MÍNIMO,PRETA,NÃO,MASCULINO,N/D,N/D,1 A 3 SALÁRIOS MÍNIMOS,PARDA,NÃO,SOBRINHO(A),NÃO,BRASILEIRO(A),N/D,BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
C7394C731908D157A29608FE3F813884397F2C8522E0D99F5C2004ED2ACF7DE6,08/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,BA,Bahia,Pindobaçu,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,75 a 79 anos,ANALFABETO,ATÉ 1 SALÁRIO MÍNIMO,PARDA,NÃO,N/D,N/D,N/D,N/D,N/D,N/D,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_fisica.LESÃO CORPORAL;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.EXPOSIÇÃO;violencia_agressao_honra.DIFAMAÇÃO,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
E6F602AA43780E5FA0CCC33AED2A97FD48665D9920D391FB5A77E3FAFF5CD340,18/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MG,Minas Gerais,Belo Horizonte,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,80 anos ou mais,N/D,N/D,N/D,N/D,MASCULINO,50 a 54 anos,N/D,N/D,N/D,N/D,FILHO(A),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.MAUS TRATOS;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.TORTURA PSÍQUICA;violencia_agressao_honra.DIFAMAÇÃO;violencia_agressao_honra.INJÚRIA;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA;Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES",
B008B5508F636012E33B1326CD773D38F6F0A753FAFF068C2C0F05E502473599,08/05/2020 00:00,TERCEIRO,IRMÃO(Ã),DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,UNIDADE PRISIONAL,Violência Contra Pessoa em Restrição de Liberdade,MASCULINO,35 a 39 anos,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.LESÃO CORPORAL;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_fisica.OUTROS;violencia_fisica.MAUS TRATOS;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.VÍTIMA PRESA EM INSTITUIÇÃO PÚBLICA,
20D1236043FB4E5802FC5B6E61ECE83F3DC88ABF26D6444CF0CDA251BD734767,18/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São José do Rio Preto,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA INTELECTUAL;violencia_fisica.MAUS TRATOS;violencia_fisica.TORTURA FÍSICA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA,,,
D44F3002751505D373321531666A2D2F10162A2ACEFCEAC66C3B35D1C0B19D6C,19/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Limeira,CASA VÍTIMA,Violência Contra Pessoa Idosa,FEMININO,70 a 74 anos,N/D,N/D,N/D,N/D,FEMININO,35 a 39 anos,N/D,N/D,N/D,N/D,VIZINHO(A),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.AGRESSOR CONHECIDO;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.RESULTADO DAS AGRESSÕES SE PROLONGAM AO LONGO DO TEMPO;Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES",
EBC1521A9B8B73BCCC270ED661FEA6AF8FDB5557F131974AB52FEF30036D279A,16/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,GO,Goias,Iporá,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,80 anos ou mais,ANALFABETO,1 A 3 SALÁRIOS MÍNIMOS,PARDA,SIM,MASCULINO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,BRANCA,NÃO,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.INSUBSISTÊNCIA MATERIAL,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
2C0AD8AC049400FF7BF3D3F5037E4C335F629D191A2337FA5F9968222A838FC6,29/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Nova Iguaçu,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,65 a 69 anos,ENSINO FUNDAMENTAL INCOMPLETO,ATÉ 1 SALÁRIO MÍNIMO,BRANCA,SIM,MASCULINO,40 a 44 anos,N/D,N/D,N/D,N/D,IRMÃO(Ã),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,BRASILEIRO(A),N/D,BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.EXPOSIÇÃO,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS;Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
D27D148E6A422A92906BE26CBE85D47EAAD5D62FBA1076350A1A66B7E1E1F131,11/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PR,Paraná,Curitiba,LOCAL DE TRABALHO DO AGRESSOR,Violência Contra Criança ou Adolescente,MASCULINO,12 a 14 anos,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,HIERARQUICAMENTE SUPERIOR,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_violacoes_gerais.EXPLORAÇÃO DO TRABALHO INFANTIL,Motivação.EM RAZÃO DA IDADE,Agravantes.RELAÇÃO DE TRABALHO ENTRE A VÍTIMA E O AGRESSOR,
B9E5D1A9D4FBD14199CFC2345BE06C2BB8140D14BEE82C5AF57F078B549127EE,12/02/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,DF,Distrito Federal,Brasília,CASA VÍTIMA,Violência Contra Pessoa Idosa,FEMININO,65 a 69 anos,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,VIZINHO(A),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.ASSÉDIO MORAL;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_agressao_honra.INJÚRIA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
55D0409231FBA67A309B46C2AEB29C9EC41F7278775AB5C48CE4F70CD54F0921,17/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,CE,Ceará,Crato,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,80 anos ou mais,N/D,N/D,BRANCA,NÃO,MASCULINO,40 a 44 anos,N/D,N/D,BRANCA,NÃO,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_psicologica.ASSÉDIO MORAL;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.CONSTRANGIMENTO,Motivação.EM RAZÃO DA IDADE,"Agravantes.AGRESSOR CONHECIDO;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
C0DE60605830BB5B02F96A4C422CDDA4DF67FF31BE7CED4D4F53F0A6D649B51E,16/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PR,Paraná,Maringá,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,70 a 74 anos,SUPERIOR COMPLETO,N/D,BRANCA,NÃO,MASCULINO,40 a 44 anos,N/D,N/D,BRANCA,NÃO,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.ASSÉDIO MORAL;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.EXPOSIÇÃO;violencia_agressao_honra.INJÚRIA;violencia_agressao_direito_liberdade.AUTONOMIA DE VONTADE;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DE CONDIÇÕES FÍSICAS;Motivação.EM RAZÃO DA IDADE,"Agravantes.AGRESSOR CONHECIDO;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
1E3EC0E9BE81337DBE334F036362A7A70BB0D629BDCC35453A0DBEF6F9F0A88C,22/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,N/D,N/D,N/D,N/D,BRANCA,NÃO,FEMININO,30 a 34 anos,N/D,N/D,BRANCA,NÃO,PAI/ MÃE,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_crime_vida.TENTATIVA DE HOMICÍDIO,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
D92D5D6BC8A12B11AC2C80E8B0AD766E4254976017ED8D3E5AAD0D6C9C7FC665,08/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,CE,Ceará,Itaitinga,DELEGACIA DE POLÍCIA COMO UNIDADE PRISIONAL,Violência Contra Pessoa em Restrição de Liberdade,MASCULINO,N/D,N/D,N/D,N/D,N/D,MASCULINO,N/D,N/D,N/D,N/D,N/D,DIREITOR(A) DA UNIDADE PRISIONAL,NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_crime_vida.TENTATIVA DE HOMICÍDIO;violencia_agressao_honra.CALÚNIA;violencia_agressao_direito_liberdade.AUTONOMIA DE VONTADE;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.AUTOR EM POSIÇÃO DE ASCENÇÃO OU DE AUTORIDADE,
014B8D16D531E202BD5B5B14146C71969B34AED0B4AE7AB0D13C4978C002088A,09/02/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Duque de Caxias,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,60 a 64 anos,ENSINO MÉDIO COMPLETO,N/D,PARDA,SIM,MASCULINO,65 a 69 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,PARDA,NÃO,IRMÃO(Ã),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.ASSÉDIO MORAL;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_agressao_honra.CALÚNIA;violencia_agressao_honra.DIFAMAÇÃO;violencia_agressao_honra.INJÚRIA;violencia_agressao_direito_liberdade.AUTONOMIA DE VONTADE;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS;Motivação.EM RAZÃO DO SEXO BIOLÓGICO,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
8EEC23CD5B3860FDE69C2CA7984BA002AE780246DBFA92D04C4779471764ECFA,15/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São José dos Campos,ESTABELECIMENTO DE ENSINO,Violência Contra Criança ou Adolescente,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,DIRETOR(A),NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AUTOR EM POSIÇÃO DE ASCENÇÃO OU DE AUTORIDADE",
7FBB1B3B12E51F99CC8C7AEC3302D10A577D2FA26C6E217BA89439BA7D3E2FB0,12/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Urânia,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,02 a 04 anos,N/D,N/D,PARDA,NÃO,MASCULINO,30 a 34 anos,N/D,N/D,PARDA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_violacoes_gerais.LIBERDADE SEXUAL FÍSICA - ESTUPRO,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
3B12855861B1933449D146199D15969B51B38F07615F2428654103974E50CC48,01/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PE,Pernambuco,São José do Belmonte,CASA VÍTIMA,Violência Contra Pessoa Idosa,FEMININO,60 a 64 anos,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,IRMÃO(Ã),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.INJÚRIA;violencia_agressao_honra.DIFAMAÇÃO;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,"Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
A0C78F993396F7391FB647509D9CFF9CB2AB502EF104A494DC3ADE6DD1F9FF94,22/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MG,Minas Gerais,Muriaé,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,80 anos ou mais,N/D,1 A 3 SALÁRIOS MÍNIMOS,BRANCA,N/D,FEMININO,55 a 59 anos,N/D,N/D,BRANCA,NÃO,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_agressao_honra.DIFAMAÇÃO,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA;Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
172874DFB62D0BAC73B88B1BD797227EEB95CFE7E40653DD7131256389459558,12/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,02 a 04 anos,N/D,N/D,PARDA,NÃO,FEMININO,35 a 39 anos,N/D,N/D,PARDA,NÃO,TIO(A),NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.CONSTRANGIMENTO,Motivação.EM RAZÃO DA IDADE,"Agravantes.AGRESSOR CONHECIDO;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE",
C2BB1ABB96377C7AE7AD07AE30771DA94AA71B5DE384687D45ABAE65B75A8AB8,06/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,05 a 09 anos,N/D,N/D,N/D,N/D,FEMININO,30 a 34 anos,SUPERIOR INCOMPLETO,N/D,BRANCA,NÃO,PAI/ MÃE,NÃO,N/D,BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.INSUBSISTÊNCIA INTELECTUAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
EAD579ED1AA0DD78AD49963AB55032CC2E756421A8F7D6A9135A214660037BF1,28/01/2020 00:00,TERCEIRO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,São Gonçalo,CASA DO SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,15 a 17 anos,N/D,N/D,BRANCA,SIM,FEMININO,40 a 44 anos,N/D,N/D,BRANCA,NÃO,PAI/ MÃE,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_agressao_liberdade_civil.PROPRIEDADE - PATRIMÔNIO MATERIAL;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
